uniqueid,drugname,condition,rating,date,usefulcount
10730,Spironolactone,Acne,10,2014-12-04,38
220632,Loestrin 24 Fe,Birth Control,9,2011-04-15,0
25717,Ethinyl estradiol / norelgestromin,Birth Control,10,2014-02-26,22
227443,Etonogestrel,Birth Control,8,2013-05-14,8
28410,Lexapro,Depression,10,2013-08-23,137
82388,Liraglutide,"Diabetes, Type 2",8,2013-02-08,20
65555,Propranolol,mance Anxiety,10,2017-07-25,14
71660,Tramadol,Pain,1,2017-08-06,7
39333,Contrave,Weight Loss,10,2017-01-30,42
15181,Ethinyl estradiol / norethindrone,Birth Control,5,2017-05-12,2
202598,Ponatinib,Acute Lymphoblastic Leukemia,1,2015-08-27,2
220727,Loestrin 24 Fe,Birth Control,2,2010-08-30,11
60045,NuvaRing,Birth Control,10,2014-04-23,18
191969,Drospirenone / ethinyl estradiol,Premenstrual Dysphoric Disorde,1,2016-12-28,14
43567,Hydromorphone,Pain,9,2008-07-17,66
39885,Contrave,Obesity,2,2015-09-03,7
231082,Milnacipran,ibromyalgia,5,2009-09-08,9
217539,Clarithromycin,Upper Respiratory Tract Infection,7,2014-02-13,12
207048,Zarah,Birth Control,2,2015-08-11,1
34115,Tramadol,Pain,5,2009-08-26,23
58579,Niacin,Depression,10,2016-10-25,62
53398,Demerol,Pain,10,2011-07-06,33
82117,Liraglutide,Weight Loss,10,2016-04-16,6
205871,Pristiq,Anxiety,4,2009-09-09,4
165138,Phentermine / topiramate,Obesity,10,2014-08-24,59
210917,Mirtazapine,Obsessive Compulsive Disorde,10,2016-01-06,30
109317,Nexplanon,Birth Control,4,2017-01-05,2
121897,Venlafaxine,Social Anxiety Disorde,10,2012-11-13,44
50101,Gabapentin,ibromyalgia,7,2015-06-18,69
132358,Ativan,Sedation,5,2010-12-21,20
204760,Cyproheptadine,Anorexia,9,2016-07-29,28
31003,Miconazole,Vaginal Yeast Infection,1,2017-03-26,4
145747,Qsymia,Weight Loss,10,2014-11-14,94
158122,Ziprasidone,Schizoaffective Disorde,10,2016-04-11,4
77802,Moxifloxacin,Sinusitis,9,2010-12-26,26
22900,Tranxene,Alcohol Withdrawal,10,2013-06-12,45
135814,Percocet,Pain,9,2012-04-08,10
225798,Bupropion,Depression,9,2011-05-16,31
69615,Buprenorphine,Pain,10,2012-05-11,27
167063,Levonorgestrel,Emergency Contraception,1,2016-06-02,10
132267,Ativan,Panic Disorde,10,2015-01-19,79
90474,Docosanol,Herpes Simplex,1,2017-11-14,1
102612,Aripiprazole,Schizophrenia,10,2016-01-10,22
162354,Ranibizumab,Macular Degeneration,9,2015-06-01,16
206775,Methadose,Pain,10,2011-06-20,35
39400,Contrave,Weight Loss,9,2016-08-22,20
227505,Etonogestrel,Birth Control,10,2012-12-06,1
2844,Belbuca,Chronic Pain,1,2016-06-05,22
169506,Stelara,Psoriasis,9,2015-10-20,30
107077,Implanon,Birth Control,10,2013-03-12,10
18279,Embeda,Chronic Pain,8,2016-10-30,31
129708,Levonorgestrel,Birth Control,2,2015-06-12,3
209499,Zubsolv,Opiate Dependence,1,2017-02-08,17
208446,Oseltamivir,Swine Flu,9,2009-12-07,6
68721,Medroxyprogesterone,Abnormal Uterine Bleeding,1,2017-01-06,11
113773,Mucinex DM,Cough,3,2016-09-21,3
116200,Adalimumab,Rheumatoid Arthritis,8,2016-05-27,45
53312,Ultram ER,Pain,9,2012-06-30,18
213548,Tioconazole,Vaginal Yeast Infection,1,2017-10-03,6
83902,Ethinyl estradiol / norgestimate,Birth Control,2,2017-10-10,3
221473,Dextromethorphan,Cough,8,2015-03-07,7
142035,Escitalopram,Depression,7,2008-11-30,20
216658,Advair Diskus,"Asthma, Maintenance",1,2016-04-30,9
23628,Chlorzoxazone,Muscle Spasm,9,2016-12-19,16
192528,Drospirenone / ethinyl estradiol,,9,2013-01-01,2
96437,Sertraline,Anxiety and Stress,9,2009-07-12,34
129293,Levonorgestrel,Emergency Contraception,9,2015-09-23,4
139278,Phentermine,Weight Loss,10,2008-05-01,148
231072,Milnacipran,ibromyalgia,8,2009-09-27,24
76929,Lorcaserin,Weight Loss,7,2015-07-18,34
12944,Jalyn,Benign Prostatic Hyperplasia,6,2011-06-06,56
61067,Urea,Dry Skin,9,2015-10-02,9
231820,Trazodone,Insomnia,3,2013-07-27,26
107836,Implanon,Birth Control,9,2008-08-13,23
108653,Nexplanon,Birth Control,1,2017-11-10,3
198546,Prednisone,Gouty Arthritis,10,2010-04-09,114
99001,Lutera,Birth Control,9,2016-03-16,10
29018,GaviLyte-N,Bowel Preparation,1,2017-08-11,0
225256,Bupropion,Depression,9,2015-10-09,40
46553,Sulfasalazine,Psoriatic Arthritis,10,2013-05-15,70
66649,Toviaz,Overactive Bladde,7,2011-02-06,31
122644,Linaclotide,Constipation,5,2015-11-26,12
29854,Oxazepam,Anxiety,10,2017-06-23,19
196245,Fluvoxamine,Anxiety and Stress,8,2010-08-02,28
196499,Eszopiclone,Insomnia,10,2011-04-17,9
143860,Etonogestrel,Birth Control,1,2016-09-09,4
157164,Differin,Acne,9,2015-08-02,32
210147,Linzess,"Constipation, Chronic",5,2016-07-08,35
189094,Oxycodone,Chronic Pain,3,2017-07-01,3
153248,Doxycycline,Rosacea,6,2015-12-05,18
114811,Methotrexate,Rheumatoid Arthritis,2,2012-10-19,113
113545,Acetaminophen / butalbital / caffeine,Headache,10,2017-09-09,9
172066,Amitiza,Irritable Bowel Syndrome,8,2011-04-21,34
224076,Alfuzosin,Benign Prostatic Hyperplasia,7,2017-01-15,11
140205,Bromfed DM,Cough and Nasal Congestion,7,2017-03-27,6
229491,Lurasidone,Bipolar Disorde,10,2015-12-15,34
7670,Xanax,Panic Disorde,10,2014-04-27,118
32481,Lisinopril,High Blood Pressure,8,2014-02-12,92
51780,Aczone,Acne,9,2009-09-11,81
159573,Cenestin,Postmenopausal Symptoms,10,2014-07-20,2
158631,Methylphenidate,ADHD,9,2013-01-08,42
3387,Nitrofurantoin,Bladder Infection,10,2016-01-22,12
196600,Letrozole,Breast Cance,5,2017-01-25,36
100679,Desogestrel / ethinyl estradiol,Birth Control,10,2009-08-20,9
221864,Haldol,Psychosis,8,2015-08-05,22
13950,Bydureon,"Diabetes, Type 2",8,2012-12-30,28
220785,Loestrin 24 Fe,Acne,1,2010-04-13,13
180926,Dienogest / estradiol,Birth Control,10,2010-11-23,11
26684,Sprintec,Birth Control,9,2011-02-04,0
10896,Mononessa,Ovarian Cysts,6,2013-07-25,10
112430,Gabapentin,Neuropathic Pain,1,2016-10-07,7
144658,Etonogestrel,Birth Control,1,2016-02-15,14
146455,Tamsulosin,Benign Prostatic Hyperplasia,4,2017-09-17,11
147591,Aviane,Birth Control,3,2010-09-18,5
148814,Mirena,Birth Control,1,2016-04-05,10
177470,Duloxetine,Anxiety,8,2016-04-20,8
1992,Polyethylene glycol 3350,Constipation,10,2009-07-28,97
44699,Catapres,Anxiety,10,2014-02-25,91
100103,Desogestrel / ethinyl estradiol,Birth Control,9,2016-12-09,6
170269,Quetiapine,Not Listed / Othe,7,2016-06-13,1
152512,Lortab,Pain,9,2014-03-21,20
48968,Ethinyl estradiol / levonorgestrel,Birth Control,3,2016-10-07,3
32357,Lisinopril,High Blood Pressure,2,2016-01-22,35
191650,Lisdexamfetamine,ADHD,3,2013-04-15,28
137641,MetroGel,Rosacea,1,2010-03-08,76
124826,Tri-Previfem,Birth Control,5,2015-11-11,2
101309,Aubra,Birth Control,10,2017-03-09,2
76663,Lorcaserin,Weight Loss,1,2017-03-25,11
151496,Chantix,Smoking Cessation,10,2016-01-17,25
89421,Celexa,Anxiety and Stress,9,2013-10-31,47
125265,Dulcolax,Constipation,2,2016-03-26,6
229743,Ketamine,Anesthesia,1,2017-01-09,7
20622,Nucynta,Pain,7,2014-09-15,41
17978,Ethinyl estradiol / etonogestrel,Birth Control,3,2012-09-25,2
72704,Ethinyl estradiol / norethindrone,Birth Control,2,2015-10-03,4
219876,Amitriptyline,Migraine Prevention,2,2016-10-22,10
165627,Levonorgestrel,Birth Control,6,2017-04-23,0
19981,Pregabalin,Pain,10,2008-07-17,30
203610,Zyban,Smoking Cessation,10,2016-08-14,25
51286,Azithromycin,Bronchitis,1,2015-06-29,12
180788,Solodyn,Acne,8,2011-10-27,19
46577,Sulfasalazine,Ulcerative Colitis,1,2015-12-19,8
17419,Ethinyl estradiol / etonogestrel,Birth Control,5,2017-07-11,1
194841,Levetiracetam,Seizures,7,2016-01-18,21
138203,Ortho Evra,Birth Control,9,2010-10-10,1
33328,Microgestin Fe 1 / 20,Birth Control,1,2016-08-08,4
98564,Nexplanon,Birth Control,10,2014-08-15,12
230860,Milnacipran,ibromyalgia,10,2015-12-16,35
166192,Levonorgestrel,Birth Control,7,2016-12-29,10
114868,Ponstel,Period Pain,5,2010-11-15,5
48374,Ethinyl estradiol / levonorgestrel,Birth Control,2,2017-12-06,0
81088,Hypercare,Hyperhidrosis,7,2011-08-21,2
8587,Zolpidem,,6,2010-11-15,12
58458,Fluticasone / salmeterol,"Asthma, Maintenance",1,2016-04-30,9
22842,Mestinon,Myasthenia Gravis,7,2016-01-25,28
170303,Quetiapine,Bipolar Disorde,10,2016-07-18,53
193024,Dextroamphetamine,ADHD,10,2013-10-25,80
205797,Pristiq,Anxiety,10,2011-03-06,18
53641,Alesse,Abnormal Uterine Bleeding,10,2014-01-22,8
216050,Copper,Birth Control,9,2015-12-21,2
173008,Clonazepam,Anxiety,10,2012-07-11,15
189859,Jardiance,"Diabetes, Type 2",9,2017-02-05,19
35393,Levofloxacin,Sinusitis,8,2010-04-17,33
191811,Lisdexamfetamine,ADHD,9,2009-07-30,22
72295,Tramadol,Back Pain,9,2012-12-21,18
154597,Metronidazole,Dental Abscess,5,2017-11-16,0
194465,Atorvastatin,High Cholesterol,10,2017-08-04,8
92434,Ondansetron,Nausea/Vomiting,9,2015-11-25,23
37253,Vyvanse,ADHD,8,2016-06-16,27
136993,Isotretinoin,Acne,9,2016-08-29,35
65884,Propranolol,mance Anxiety,10,2015-09-12,44
138029,Ortho Evra,Birth Control,8,2015-03-26,6
193900,Dilaudid,Chronic Pain,7,2017-04-23,16
208192,Galantamine,Alzheimer's Disease,10,2015-11-06,15
130599,Levonorgestrel,Birth Control,2,2012-08-16,7
228054,Etonogestrel,Birth Control,1,2010-08-13,5
6,Medroxyprogesterone,Birth Control,1,2015-10-24,3
775,Silodosin,Benign Prostatic Hyperplasia,9,2015-07-20,17
5084,Orsythia,Birth Control,10,2015-12-27,6
183249,Cymbalta,Depression,8,2013-02-01,55
57572,Acetaminophen / hydrocodone,Back Pain,6,2017-04-28,16
217887,Strattera,ADHD,3,2011-02-14,18
171748,Loratadine,Urticaria,8,2012-01-25,24
13871,Bydureon,"Diabetes, Type 2",2,2015-12-09,7
165732,Levonorgestrel,Emergency Contraception,10,2017-04-07,5
186616,Desvenlafaxine,Anxiety,9,2009-11-10,43
79533,Plan B One-Step,Emergency Contraception,3,2013-11-11,73
12513,Ortho Micronor,Birth Control,8,2013-05-15,37
180600,Fluticasone / vilanterol,COPD,8,2016-01-16,36
130506,Levonorgestrel,Birth Control,10,2012-09-14,4
157102,Differin,Acne,10,2017-03-29,16
85784,Ethinyl estradiol / norgestimate,Birth Control,8,2013-10-03,21
167719,Eletriptan,Migraine,9,2011-07-01,10
162912,Cefdinir,Otitis Media,10,2011-07-03,13
96868,Diphenhydramine / naproxen,Insomnia,1,2016-08-22,7
121311,Venlafaxine,Panic Disorde,10,2016-05-24,34
30546,Miconazole,Vaginal Yeast Infection,4,2017-11-27,1
210355,Linzess,"Constipation, Chronic",10,2015-03-05,82
31329,Miconazole,Vaginal Yeast Infection,1,2016-07-15,19
171527,Wellbutrin,Depression,9,2015-01-17,389
123872,Skyla,Birth Control,8,2016-11-05,1
97803,Nexplanon,Birth Control,1,2015-11-04,0
224088,Alfuzosin,Benign Prostatic Hyperplasia,10,2015-07-13,14
78436,Allegra,Allergic Rhinitis,1,2016-08-10,4
134972,Dapsone,Acne,10,2015-07-16,19
223850,Depakote ER,Bipolar Disorde,6,2011-10-24,34
142001,Escitalopram,Anxiety,9,2009-06-04,80
172494,Clonazepam,Anxiety,10,2016-04-18,52
185983,Desvenlafaxine,Depression,1,2017-01-05,1
203106,Gildess Fe 1 / 20,Birth Control,10,2014-03-23,12
89607,Celexa,Anxiety and Stress,8,2011-11-22,23
106985,Implanon,Birth Control,2,2013-10-20,6
5652,Oxytrol,Overactive Bladde,9,2014-02-06,69
19357,Pregabalin,Neuropathic Pain,9,2015-10-29,32
108382,Bupropion / naltrexone,Obesity,2,2015-05-07,9
166904,Levonorgestrel,Emergency Contraception,7,2016-07-11,6
117650,Nortriptyline,Migraine Prevention,6,2014-02-19,101
178528,Victoza,Weight Loss,10,2017-09-02,20
74925,Keppra,Seizures,10,2009-02-02,36
147608,Aviane,Birth Control,4,2009-10-23,1
156453,Ropinirole,Parkinson's Disease,1,2009-01-31,29
175898,Levaquin,Otitis Media,5,2009-08-28,7
186363,Desvenlafaxine,Anxiety,1,2011-12-14,7
220299,Amitriptyline,Insomnia,9,2014-09-01,145
154843,Metronidazole,Bacterial Infection,10,2017-04-12,13
160959,Risperidone,Paranoid Disorde,9,2016-07-31,22
114416,Simponi Aria,Rheumatoid Arthritis,8,2015-05-17,8
202818,Loperamide,Diarrhea,10,2014-10-05,7
27421,Requip,Restless Legs Syndrome,8,2015-02-15,30
133093,Tri-Sprintec,Birth Control,6,2015-05-08,14
124354,Skyla,Birth Control,10,2016-01-02,6
56734,Elavil,Pain,9,2012-02-29,226
181601,Prozac,Premenstrual Dysphoric Disorde,9,2013-03-02,102
25917,Lamisil,"Onychomycosis, Toenail",9,2016-04-09,60
107819,Implanon,Birth Control,5,2009-05-01,4
201254,Zoloft,Depression,4,2016-07-07,9
215105,Fexofenadine,Urticaria,10,2012-02-27,64
4479,Belviq,Weight Loss,3,2016-12-05,13
147332,Alprazolam,Panic Disorde,10,2011-12-14,1
40079,Contrave,Obesity,9,2015-05-12,27
60065,NuvaRing,Birth Control,9,2014-01-13,7
182773,Cymbalta,Major Depressive Disorde,8,2016-11-07,12
207797,Suprep Bowel Prep Kit,Bowel Preparation,10,2015-09-20,8
217452,Clarithromycin,Sinusitis,1,2015-09-04,47
139425,Armodafinil,Depression,7,2011-12-11,29
69919,Pyridostigmine,Not Listed / Othe,5,2010-12-18,4
164850,Librax,Irritable Bowel Syndrome,10,2011-04-09,62
184022,Hydroxyzine,Anxiety,10,2017-05-28,22
147252,Alprazolam,Anxiety,10,2012-12-08,43
196115,Nicotrol Inhaler,Smoking Cessation,10,2009-06-03,55
146018,Suboxone,Opiate Dependence,10,2015-03-09,30
175076,Xylometazoline,Nasal Congestion,10,2012-12-26,43
166873,Levonorgestrel,Emergency Contraception,9,2016-07-17,10
164844,Librax,Irritable Bowel Syndrome,10,2012-08-21,65
77651,Cephalexin,Upper Respiratory Tract Infection,3,2015-03-29,15
144311,Etonogestrel,Birth Control,1,2016-05-17,9
223873,Fluoroplex,Keratosis,10,2015-05-10,31
118772,Zoloft,Social Anxiety Disorde,2,2012-04-12,28
172102,Amitiza,"Constipation, Chronic",9,2012-11-25,39
27215,Imitrex,Migraine,8,2017-08-06,5
194497,Atorvastatin,High Cholesterol,10,2016-10-30,32
184297,Hydroxyzine,Anxiety,9,2015-09-02,56
1584,Eluxadoline,Irritable Bowel Syndrome,2,2016-09-07,15
51231,Azithromycin,Chlamydia Infection,1,2015-11-15,13
82555,Hysingla ER,Pain,1,2017-12-04,0
87299,Latuda,Bipolar Disorde,6,2011-09-05,55
49956,Gabapentin,Insomnia,8,2016-01-29,47
65660,Propranolol,Migraine Prevention,10,2016-12-27,19
45033,Fluoxetine,Anxiety and Stress,1,2017-01-31,8
31637,Miconazole,Vaginal Yeast Infection,9,2015-12-30,4
163616,Mirtazapine,Depression,10,2013-07-25,20
39699,Contrave,Obesity,10,2016-04-20,25
144395,Etonogestrel,Birth Control,10,2016-04-17,10
201143,Zoloft,Post Traumatic Stress Disorde,5,2016-11-28,9
228395,Butrans,Pain,9,2013-07-06,156
46034,Phendimetrazine,Obesity,9,2009-03-30,26
20960,Acyclovir,Mononucleosis,10,2012-05-29,16
58128,Acetaminophen / hydrocodone,Pain,10,2009-04-08,21
57122,MiraLax,Constipation,10,2012-12-18,194
73013,Ethinyl estradiol / norethindrone,Birth Control,9,2015-04-17,16
230814,Micardis,High Blood Pressure,3,2009-07-24,89
84804,Ethinyl estradiol / norgestimate,Birth Control,2,2016-04-23,15
145436,Zithromax,Sinusitis,5,2009-08-27,41
218360,Amoxicillin / clavulanate,Bronchitis,10,2014-03-21,11
85248,Ethinyl estradiol / norgestimate,Birth Control,9,2015-09-28,4
9748,Lo Loestrin Fe,Birth Control,1,2015-08-15,9
120468,Montelukast,"Asthma, Maintenance",10,2009-03-24,34
76320,Roflumilast,"COPD, Maintenance",1,2012-07-20,48
57032,Ranitidine,Gastric Ulcer Maintenance Treatment,10,2008-05-13,68
124906,Tri-Previfem,Birth Control,9,2015-03-17,6
103910,Ethinyl estradiol / levonorgestrel,Birth Control,2,2014-09-10,22
226790,Etonogestrel,Birth Control,5,2015-03-09,3
148805,Mirena,Abnormal Uterine Bleeding,10,2016-04-13,13
40459,Savella,ibromyalgia,8,2009-09-20,54
222186,Zytiga,Prostate Cance,9,2016-12-23,7
111335,Ledipasvir / sofosbuvir,Hepatitis C,2,2016-05-05,14
187096,Safyral,Birth Control,10,2015-06-28,3
230185,Daklinza,Hepatitis C,10,2015-10-18,12
161464,Ortho Tri-Cyclen,Birth Control,9,2008-10-17,12
5056,Orsythia,Birth Control,10,2016-08-05,4
56226,Humira,Psoriasis,10,2016-12-03,29
38681,Liletta,Birth Control,5,2016-07-26,4
2701,Diltiazem,Supraventricular Tachycardia,9,2013-04-24,29
119582,Testosterone,"Hypogonadism, Male",7,2011-04-14,50
132706,Zovirax,Herpes Simplex,10,2008-07-25,36
1482,Daliresp,COPD,10,2013-04-02,66
163927,Toradol IV / IM,Pain,9,2016-02-21,3
166376,Levonorgestrel,Birth Control,1,2016-11-23,3
62223,Citalopram,Depression,9,2013-10-29,53
224027,Alfuzosin,Benign Prostatic Hyperplasia,8,2010-01-29,50
164014,Fluorouracil,Basal Cell Carcinoma,5,2016-10-20,21
21144,Paliperidone,Schizophrenia,8,2012-11-25,39
221212,Drysol,Hyperhidrosis,10,2013-05-15,7
67325,Omeprazole,GERD,10,2010-01-13,12
6199,Minastrin 24 Fe,Birth Control,9,2015-02-24,18
3708,Casodex,Prostate Cance,9,2014-07-24,42
16257,Ethinyl estradiol / norethindrone,Birth Control,4,2016-03-20,4
130029,Levonorgestrel,Emergency Contraception,10,2015-01-10,44
30449,Klonopin,Bipolar Disorde,9,2009-02-06,43
56269,Humira,Psoriatic Arthritis,10,2016-09-21,36
27135,Sklice,Head Lice,10,2017-11-03,0
104004,Ethinyl estradiol / levonorgestrel,Birth Control,4,2014-05-11,30
87344,Tri-Linyah,Birth Control,1,2017-03-07,4
158699,Methylphenidate,ADHD,8,2011-12-13,14
129692,Levonorgestrel,Birth Control,8,2015-06-02,6
209620,Donepezil,Alzheimer's Disease,3,2017-07-23,2
170037,Dihydroergotamine,Migraine,8,2008-04-05,30
230242,Meloxicam,Osteoarthritis,10,2017-05-26,19
92283,Lyrica,Pain,10,2009-09-12,51
87452,Naproxen,Sciatica,8,2016-06-17,10
131858,Effexor XR,Depression,7,2014-01-27,62
147409,Alprazolam,Anxiety,10,2011-07-22,0
210634,Mirtazapine,Insomnia,7,2017-05-18,3
192068,Drospirenone / ethinyl estradiol,Acne,10,2016-11-05,8
174762,Dulera,"Asthma, Maintenance",8,2011-09-30,45
60728,MoviPrep,Bowel Preparation,10,2016-10-26,21
80538,Zovia,Birth Control,5,2017-01-07,4
143567,Etonogestrel,Birth Control,8,2016-12-28,2
151373,Chantix,Smoking Cessation,10,2017-02-01,8
138506,Phentermine,Weight Loss,10,2013-06-15,31
72725,Ethinyl estradiol / norethindrone,Birth Control,3,2015-08-27,4
145699,Qsymia,Weight Loss,9,2015-08-04,32
101878,Terbinafine,"Onychomycosis, Toenail",9,2017-03-11,7
60030,NuvaRing,Birth Control,5,2013-07-27,9
207405,Suprep Bowel Prep Kit,Bowel Preparation,2,2016-11-16,11
61350,Citalopram,Depression,1,2017-09-28,9
29049,Topiramate,Migraine Prevention,10,2017-10-05,3
120828,Antabuse,Alcohol Dependence,9,2008-08-07,84
102170,Spiriva,"COPD, Maintenance",5,2014-11-10,53
43363,Hydromorphone,Chronic Pain,9,2015-12-05,13
48112,Cariprazine,Bipolar Disorde,3,2017-01-28,24
116699,Lamictal,Bipolar Disorde,1,2017-02-15,18
57674,Acetaminophen / hydrocodone,Pain,9,2015-01-23,47
154847,Metronidazole,Bacterial Vaginitis,1,2017-04-06,14
99956,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,10,2016-03-01,17
46273,Modafinil,Narcolepsy,5,2016-11-30,2
53429,Demerol,Pain,10,2015-01-06,24
73349,Ethinyl estradiol / norethindrone,Birth Control,2,2014-02-06,16
107899,Ethinyl estradiol / norelgestromin,Birth Control,10,2017-06-10,8
3524,Nitrofurantoin,Urinary Tract Infection,2,2015-05-24,6
86360,Magnesium sulfate / potassium sulfate / sodium sulfate,,4,2012-05-16,16
189229,Oxycodone,Chronic Pain,7,2016-04-21,12
119417,Testosterone,"Hypogonadism, Male",10,2013-09-19,34
190439,Ortho Tri-Cyclen Lo,Birth Control,2,2011-01-04,3
57740,Acetaminophen / hydrocodone,Back Pain,9,2013-05-21,22
67312,Omeprazole,GERD,5,2011-08-09,23
63786,Bromocriptine,Hyperprolactinemia,10,2013-06-06,43
192871,Drospirenone / ethinyl estradiol,Menstrual Disorders,7,2010-01-07,2
83622,Levocetirizine,Allergic Rhinitis,9,2009-02-19,24
205901,Pristiq,ibromyalgia,10,2009-10-22,60
19128,Pregabalin,Generalized Anxiety Disorde,10,2017-09-06,24
189766,Oxycodone,Pain,10,2008-05-25,10
155425,Metronidazole,Bacterial Infection,9,2015-05-29,12
95164,Guanfacine,ADHD,8,2016-04-21,27
34847,Minocycline,Rosacea,8,2012-06-01,23
49268,Ethinyl estradiol / levonorgestrel,Birth Control,1,2016-04-20,2
187701,Codeine / guaifenesin,Cough,10,2012-11-23,30
99652,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,2016-12-01,20
178669,Victoza,"Diabetes, Type 2",2,2017-01-07,13
26470,Sprintec,Birth Control,9,2014-12-15,20
66028,Propranolol,mance Anxiety,10,2013-12-05,77
118564,Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,7,2016-08-15,19
69137,Fleet Phospho Soda,Constipation,10,2010-10-28,19
78869,Pulmicort Turbuhaler,"Asthma, Maintenance",2,2011-09-15,22
212457,Prograf,"Organ Transplant, Rejection Prophylaxis",9,2017-11-28,0
75946,Temazepam,Insomnia,9,2008-10-27,35
153380,Doxycycline,Acne,9,2014-04-08,10
104924,Ethinyl estradiol / levonorgestrel,Birth Control,5,2009-10-01,1
89747,Celexa,Depression,9,2009-09-05,73
181490,Prozac,Depression,10,2015-06-25,138
7421,Monistat 7-Day Combination Pack,Vaginal Yeast Infection,1,2015-08-12,7
140477,Escitalopram,Anxiety,1,2017-05-11,7
19308,Pregabalin,Pain,10,2016-05-04,22
12700,Etanercept,Rheumatoid Arthritis,9,2015-03-29,29
221591,Ziana,Acne,7,2015-09-10,11
175652,Augmentin,Sinusitis,10,2010-01-25,16
20115,Macrobid,Urinary Tract Infection,4,2016-06-16,14
217939,Strattera,ADHD,3,2009-11-18,12
70063,Naprelan,Period Pain,10,2016-03-29,4
177907,Duloxetine,ibromyalgia,9,2013-10-20,54
44408,Ethinyl estradiol / norgestimate,Birth Control,1,2010-05-19,14
192903,Drospirenone / ethinyl estradiol,Polycystic Ovary Syndrome,9,2009-11-06,19
150032,Cinryze,Hereditary Angioedema,3,2011-03-03,4
15929,Ethinyl estradiol / norethindrone,Birth Control,5,2016-07-20,3
196741,Paroxetine,Panic Disorde,10,2017-06-25,9
197298,Paroxetine,Panic Disorde,9,2012-12-28,73
